time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
57.861,-0.36,-0.86,0.04,1.23,-0.51,3.89,-0.99,1.65,1.6
57.873,-0.36,-0.86,0.04,1.43,-0.28,3.88,-0.99,1.65,1.6
57.893,-0.36,-0.86,0.04,1.67,-0.2,4.21,-0.99,1.65,1.6
57.906,-0.36,-0.86,0.04,1.67,-0.2,4.21,-0.95,1.23,1.36
57.913,-0.36,-0.86,0.04,1.8,-0.03,4.22,-0.95,1.23,1.36
57.926,-0.33,-0.77,0.07,1.8,-0.03,4.22,-0.95,1.23,1.36
57.935,-0.33,-0.77,0.07,1.93,0.08,4.7,-0.95,1.23,1.36
57.956,-0.33,-0.77,0.07,2.07,0.49,4.67,-0.95,1.23,1.36
57.973,-0.33,-0.77,0.07,2.35,0.44,4.9,-0.95,1.23,1.36
57.974,-0.33,-0.77,0.07,2.35,0.44,4.9,-0.67,1.04,1.24
57.991,-0.29,-0.68,0.09,2.35,0.44,4.9,-0.67,1.04,1.24
57.994,-0.29,-0.68,0.09,2.57,0.69,4.76,-0.67,1.04,1.24
58.013,-0.29,-0.68,0.09,2.81,0.51,4.93,-0.67,1.04,1.24
58.038,-0.29,-0.68,0.09,3.12,0.47,4.61,-0.67,1.04,1.24
58.04,-0.29,-0.68,0.09,3.12,0.47,4.61,-0.29,0.58,1.01
58.064,-0.29,-0.68,0.09,3.78,-0.13,4.45,-0.29,0.58,1.01
58.066,-0.18,-0.76,0.04,3.78,-0.13,4.45,-0.29,0.58,1.01
58.073,-0.18,-0.76,0.04,4.09,-0.47,3.99,-0.29,0.58,1.01
58.093,-0.18,-0.76,0.04,4.34,-1.23,3.85,-0.29,0.58,1.01
58.101,-0.18,-0.76,0.04,4.34,-1.23,3.85,0.09,0.09,0.0
58.113,-0.18,-0.76,0.04,3.88,-1.22,3.58,0.09,0.09,0.0
58.121,-0.18,-0.88,0.0,3.88,-1.22,3.58,0.09,0.09,0.0
58.137,-0.18,-0.88,0.0,3.3,-0.75,3.67,0.09,0.09,0.0
58.161,-0.18,-0.88,0.0,2.77,-0.27,3.31,0.09,0.09,0.0
58.17,-0.18,-0.88,0.0,2.77,-0.27,3.31,0.5,-0.82,-0.74
58.173,-0.18,-0.88,0.0,2.76,-0.79,2.93,0.5,-0.82,-0.74
58.187,-0.21,-1.01,-0.05,2.76,-0.79,2.93,0.5,-0.82,-0.74
58.199,-0.21,-1.01,-0.05,2.85,-2.14,2.1,0.5,-0.82,-0.74
58.217,-0.21,-1.01,-0.05,3.1,-3.77,1.46,0.5,-0.82,-0.74
58.239,-0.21,-1.01,-0.05,2.59,-4.29,0.74,0.5,-0.82,-0.74
58.241,-0.21,-1.01,-0.05,2.59,-4.29,0.74,0.78,-1.49,-2.0
58.251,-0.26,-1.38,-0.15,2.59,-4.29,0.74,0.78,-1.49,-2.0
58.254,-0.26,-1.38,-0.15,1.37,-4.57,0.47,0.78,-1.49,-2.0
58.275,-0.26,-1.38,-0.15,-0.19,-4.17,0.49,0.78,-1.49,-2.0
58.293,-0.26,-1.38,-0.15,-1.32,-3.75,0.5,0.78,-1.49,-2.0
58.296,-0.26,-1.38,-0.15,-1.32,-3.75,0.5,0.89,-2.01,-2.91
58.313,-0.26,-1.38,-0.15,-1.96,-3.72,0.3,0.89,-2.01,-2.91
58.316,-0.47,-1.36,-0.08,-1.96,-3.72,0.3,0.89,-2.01,-2.91
58.334,-0.47,-1.36,-0.08,-2.77,-4.03,-0.28,0.89,-2.01,-2.91
58.356,-0.47,-1.36,-0.08,-3.74,-4.1,-1.39,0.89,-2.01,-2.91
58.363,-0.47,-1.36,-0.08,-3.74,-4.1,-1.39,2.24,0.15,-2.7
58.373,-0.47,-1.36,-0.08,-5.13,-3.97,-2.96,2.24,0.15,-2.7
58.381,-0.68,-1.4,-0.39,-5.13,-3.97,-2.96,2.24,0.15,-2.7
58.393,-0.68,-1.4,-0.39,-6.01,-3.31,-4.12,2.24,0.15,-2.7
58.413,-0.68,-1.4,-0.39,-6.99,-1.46,-4.81,2.24,0.15,-2.7
58.433,-0.68,-1.4,-0.39,-6.99,-1.46,-4.81,1.88,0.59,-1.08
58.434,-0.68,-1.4,-0.39,-6.93,0.32,-4.87,1.88,0.59,-1.08
58.448,-0.75,-0.86,-0.43,-6.93,0.32,-4.87,1.88,0.59,-1.08
58.453,-0.75,-0.86,-0.43,-6.79,1.75,-4.76,1.88,0.59,-1.08
58.473,-0.75,-0.86,-0.43,-5.87,2.65,-4.36,1.88,0.59,-1.08
58.493,-0.75,-0.86,-0.43,-4.87,3.24,-4.37,1.88,0.59,-1.08
58.494,-0.75,-0.86,-0.43,-4.87,3.24,-4.37,0.68,-1.48,0.36
58.511,-0.49,-0.61,-0.36,-4.87,3.24,-4.37,0.68,-1.48,0.36
58.514,-0.49,-0.61,-0.36,-3.56,3.86,-4.08,0.68,-1.48,0.36
58.534,-0.49,-0.61,-0.36,-2.67,3.98,-4.09,0.68,-1.48,0.36
58.553,-0.49,-0.61,-0.36,-1.7,3.96,-3.62,0.68,-1.48,0.36
58.556,-0.49,-0.61,-0.36,-1.7,3.96,-3.62,0.07,-1.55,0.57
58.573,-0.49,-0.61,-0.36,-1.22,3.81,-3.35,0.07,-1.55,0.57
58.577,-0.29,-0.61,-0.28,-1.22,3.81,-3.35,0.07,-1.55,0.57
58.593,-0.29,-0.61,-0.28,-0.74,3.64,-2.72,0.07,-1.55,0.57
58.613,-0.29,-0.61,-0.28,-0.65,3.51,-2.42,0.07,-1.55,0.57
58.621,-0.29,-0.61,-0.28,-0.65,3.51,-2.42,-0.07,-1.16,0.13
58.633,-0.29,-0.61,-0.28,-0.56,3.1,-2.1,-0.07,-1.16,0.13
58.641,-0.3,-0.69,-0.19,-0.56,3.1,-2.1,-0.07,-1.16,0.13
58.653,-0.3,-0.69,-0.19,-0.89,2.94,-2.0,-0.07,-1.16,0.13
58.673,-0.3,-0.69,-0.19,-1.17,2.83,-1.85,-0.07,-1.16,0.13
58.686,-0.3,-0.69,-0.19,-1.17,2.83,-1.85,0.08,-0.77,-0.16
58.693,-0.3,-0.69,-0.19,-1.4,2.69,-1.96,0.08,-0.77,-0.16
58.706,-0.38,-0.75,-0.21,-1.4,2.69,-1.96,0.08,-0.77,-0.16
58.713,-0.38,-0.75,-0.21,-1.25,2.03,-2.13,0.08,-0.77,-0.16
58.733,-0.38,-0.75,-0.21,-1.3,0.68,-2.71,0.08,-0.77,-0.16
58.753,-0.38,-0.75,-0.21,-1.67,-0.82,-2.96,0.08,-0.77,-0.16
58.754,-0.38,-0.75,-0.21,-1.67,-0.82,-2.96,0.07,-0.22,-0.38
58.771,-0.49,-1.2,-0.35,-1.67,-0.82,-2.96,0.07,-0.22,-0.38
58.774,-0.49,-1.2,-0.35,-2.37,-2.1,-3.28,0.07,-0.22,-0.38
58.793,-0.49,-1.2,-0.35,-3.29,-2.68,-2.93,0.07,-0.22,-0.38
58.814,-0.49,-1.2,-0.35,-4.3,-1.44,-2.05,0.07,-0.22,-0.38
58.816,-0.49,-1.2,-0.35,-4.3,-1.44,-2.05,-0.72,-0.6,-0.13
58.833,-0.49,-1.2,-0.35,-4.64,-1.01,-0.93,-0.72,-0.6,-0.13
58.836,-0.74,-1.1,-0.12,-4.64,-1.01,-0.93,-0.72,-0.6,-0.13
58.854,-0.74,-1.1,-0.12,-4.03,-2.08,0.07,-0.72,-0.6,-0.13
58.873,-0.74,-1.1,-0.12,-2.24,-3.85,0.11,-0.72,-0.6,-0.13
58.881,-0.74,-1.1,-0.12,-2.24,-3.85,0.11,-0.16,-0.94,0.77
58.894,-0.74,-1.1,-0.12,-0.8,-4.19,-1.0,-0.16,-0.94,0.77
58.901,-0.39,-1.36,-0.25,-0.8,-4.19,-1.0,-0.16,-0.94,0.77
58.913,-0.39,-1.36,-0.25,-0.77,-3.56,-2.22,-0.16,-0.94,0.77
58.934,-0.39,-1.36,-0.25,-1.58,-2.99,-2.72,-0.16,-0.94,0.77
58.951,-0.39,-1.36,-0.25,-1.58,-2.99,-2.72,-0.45,1.02,0.61
58.953,-0.39,-1.36,-0.25,-2.37,-3.01,-1.72,-0.45,1.02,0.61
58.966,-0.62,-1.24,-0.19,-2.37,-3.01,-1.72,-0.45,1.02,0.61
58.973,-0.62,-1.24,-0.19,-2.74,-2.78,-0.6,-0.45,1.02,0.61
58.993,-0.62,-1.24,-0.19,-2.55,-2.72,0.18,-0.45,1.02,0.61
59.013,-0.62,-1.24,-0.19,-1.96,-3.32,0.26,-0.45,1.02,0.61
59.015,-0.62,-1.24,-0.19,-1.96,-3.32,0.26,-0.44,1.43,1.41
59.032,-0.51,-1.32,-0.16,-1.96,-3.32,0.26,-0.44,1.43,1.41
59.034,-0.51,-1.32,-0.16,-1.02,-3.89,-0.07,-0.44,1.43,1.41
59.053,-0.51,-1.32,-0.16,-0.51,-3.31,-0.23,-0.44,1.43,1.41
59.073,-0.51,-1.32,-0.16,-0.44,-2.36,-0.01,-0.44,1.43,1.41
59.076,-0.51,-1.32,-0.16,-0.44,-2.36,-0.01,-0.58,2.43,1.71
59.093,-0.51,-1.32,-0.16,-0.18,-1.9,0.67,-0.58,2.43,1.71
59.096,-0.46,-1.07,-0.13,-0.18,-1.9,0.67,-0.58,2.43,1.71
59.113,-0.46,-1.07,-0.13,0.29,-1.49,1.41,-0.58,2.43,1.71
59.136,-0.46,-1.07,-0.13,0.85,-1.15,2.2,-0.58,2.43,1.71
59.163,-0.46,-1.07,-0.13,0.85,-1.15,2.2,-0.96,1.99,1.7
59.165,-0.46,-1.07,-0.13,1.47,-0.74,2.63,-0.96,1.99,1.7
59.166,-0.32,-0.9,-0.01,1.47,-0.74,2.63,-0.96,1.99,1.7
59.173,-0.32,-0.9,-0.01,1.87,-0.46,3.05,-0.96,1.99,1.7
59.193,-0.32,-0.9,-0.01,2.09,0.07,3.18,-0.96,1.99,1.7
59.206,-0.32,-0.9,-0.01,2.09,0.07,3.18,-0.98,1.32,1.17
59.213,-0.32,-0.9,-0.01,2.35,0.19,3.46,-0.98,1.32,1.17
59.235,-0.27,-0.77,0.01,2.35,0.19,3.46,-0.98,1.32,1.17
59.237,-0.27,-0.77,0.01,2.47,0.37,3.64,-0.98,1.32,1.17
59.256,-0.27,-0.77,0.01,2.64,0.53,4.07,-0.98,1.32,1.17
59.273,-0.27,-0.77,0.01,2.67,1.0,4.13,-0.98,1.32,1.17
59.274,-0.27,-0.77,0.01,2.67,1.0,4.13,-0.83,1.16,0.68
59.291,-0.26,-0.65,0.06,2.67,1.0,4.13,-0.83,1.16,0.68
59.294,-0.26,-0.65,0.06,2.55,1.22,4.51,-0.83,1.16,0.68
59.313,-0.26,-0.65,0.06,2.5,1.43,4.45,-0.83,1.16,0.68
59.333,-0.26,-0.65,0.06,2.48,1.34,4.84,-0.83,1.16,0.68
59.336,-0.26,-0.65,0.06,2.48,1.34,4.84,-0.57,0.73,0.3
59.358,-0.26,-0.65,0.06,2.54,1.63,4.76,-0.57,0.73,0.3
59.36,-0.24,-0.63,0.11,2.54,1.63,4.76,-0.57,0.73,0.3
59.373,-0.24,-0.63,0.11,2.79,1.45,4.92,-0.57,0.73,0.3
59.393,-0.24,-0.63,0.11,2.95,1.14,4.41,-0.57,0.73,0.3
59.401,-0.24,-0.63,0.11,2.95,1.14,4.41,-0.13,0.22,-0.25
59.413,-0.24,-0.63,0.11,2.93,0.19,4.22,-0.13,0.22,-0.25
59.421,-0.21,-0.86,0.05,2.93,0.19,4.22,-0.13,0.22,-0.25
59.433,-0.21,-0.86,0.05,2.35,-0.86,3.69,-0.13,0.22,-0.25
59.453,-0.21,-0.86,0.05,1.56,-1.69,3.72,-0.13,0.22,-0.25
59.466,-0.21,-0.86,0.05,1.56,-1.69,3.72,0.29,-0.58,-1.05
59.473,-0.21,-0.86,0.05,0.79,-1.19,3.42,0.29,-0.58,-1.05
59.486,-0.39,-0.95,0.03,0.79,-1.19,3.42,0.29,-0.58,-1.05
59.493,-0.39,-0.95,0.03,0.28,-0.81,2.99,0.29,-0.58,-1.05
59.513,-0.39,-0.95,0.03,0.23,-2.08,2.06,0.29,-0.58,-1.05
59.533,-0.39,-0.95,0.03,0.56,-4.04,1.27,0.29,-0.58,-1.05
59.535,-0.39,-0.95,0.03,0.56,-4.04,1.27,0.92,-0.78,-1.23
59.551,-0.36,-1.48,-0.16,0.56,-4.04,1.27,0.92,-0.78,-1.23
59.553,-0.36,-1.48,-0.16,0.04,-5.37,0.39,0.92,-0.78,-1.23
59.573,-0.36,-1.48,-0.16,-1.29,-5.96,-0.76,0.92,-0.78,-1.23
59.593,-0.36,-1.48,-0.16,-2.71,-4.44,-0.66,0.92,-0.78,-1.23
59.596,-0.36,-1.48,-0.16,-2.71,-4.44,-0.66,0.74,-1.51,-1.49
59.613,-0.36,-1.48,-0.16,-3.57,-1.93,0.11,0.74,-1.51,-1.49
59.615,-0.64,-1.15,-0.09,-3.57,-1.93,0.11,0.74,-1.51,-1.49
59.633,-0.64,-1.15,-0.09,-2.88,-1.64,0.38,0.74,-1.51,-1.49
59.654,-0.64,-1.15,-0.09,-1.58,-1.9,-0.02,0.74,-1.51,-1.49
59.661,-0.64,-1.15,-0.09,-1.58,-1.9,-0.02,1.29,-1.26,-0.65
59.673,-0.64,-1.15,-0.09,-0.85,-2.23,-1.07,1.29,-1.26,-0.65
59.681,-0.34,-1.2,-0.23,-0.85,-2.23,-1.07,1.29,-1.26,-0.65
59.693,-0.34,-1.2,-0.23,-0.77,-1.98,-2.11,1.29,-1.26,-0.65
59.713,-0.34,-1.2,-0.23,-1.1,-1.23,-2.85,1.29,-1.26,-0.65
59.733,-0.34,-1.2,-0.23,-1.1,-1.23,-2.85,1.32,-0.72,-1.02
59.735,-0.34,-1.2,-0.23,-1.72,-0.22,-3.08,1.32,-0.72,-1.02
59.752,-0.44,-0.93,-0.32,-1.72,-0.22,-3.08,1.32,-0.72,-1.02
59.753,-0.44,-0.93,-0.32,-2.18,0.86,-2.92,1.32,-0.72,-1.02
59.773,-0.44,-0.93,-0.32,-2.57,1.89,-3.01,1.32,-0.72,-1.02
59.793,-0.44,-0.93,-0.32,-2.4,2.85,-3.12,1.32,-0.72,-1.02
59.795,-0.44,-0.93,-0.32,-2.4,2.85,-3.12,0.89,-1.2,-0.81
59.811,-0.44,-0.6,-0.33,-2.4,2.85,-3.12,0.89,-1.2,-0.81
59.813,-0.44,-0.6,-0.33,-2.31,3.85,-3.32,0.89,-1.2,-0.81
59.833,-0.44,-0.6,-0.33,-1.87,4.4,-3.06,0.89,-1.2,-0.81
59.853,-0.44,-0.6,-0.33,-1.73,4.81,-3.09,0.89,-1.2,-0.81
59.856,-0.44,-0.6,-0.33,-1.73,4.81,-3.09,0.55,-0.88,-0.48
59.873,-0.44,-0.6,-0.33,-1.36,4.91,-2.78,0.55,-0.88,-0.48
59.876,-0.36,-0.5,-0.29,-1.36,4.91,-2.78,0.55,-0.88,-0.48
59.893,-0.36,-0.5,-0.29,-1.58,4.37,-3.0,0.55,-0.88,-0.48
59.913,-0.36,-0.5,-0.29,-1.92,4.03,-2.59,0.55,-0.88,-0.48
59.921,-0.36,-0.5,-0.29,-1.92,4.03,-2.59,0.18,-0.76,-0.36
59.934,-0.36,-0.5,-0.29,-2.23,4.05,-2.17,0.18,-0.76,-0.36
59.954,-0.44,-0.6,-0.19,-2.23,4.05,-2.17,0.18,-0.76,-0.36
59.955,-0.44,-0.6,-0.19,-1.66,3.46,-1.71,0.18,-0.76,-0.36
59.973,-0.44,-0.6,-0.19,-1.37,2.49,-1.87,0.18,-0.76,-0.36
59.986,-0.44,-0.6,-0.19,-1.37,2.49,-1.87,0.32,-0.57,-0.32
59.993,-0.44,-0.6,-0.19,-1.46,2.05,-2.13,0.32,-0.57,-0.32
60.005,-0.45,-0.75,-0.25,-1.46,2.05,-2.13,0.32,-0.57,-0.32
60.013,-0.45,-0.75,-0.25,-2.14,2.38,-2.43,0.32,-0.57,-0.32
60.033,-0.45,-0.75,-0.25,-2.15,2.01,-2.49,0.32,-0.57,-0.32
60.053,-0.45,-0.75,-0.25,-2.13,0.45,-2.82,0.32,-0.57,-0.32
60.054,-0.45,-0.75,-0.25,-2.13,0.45,-2.82,0.02,-0.57,-0.15
60.071,-0.49,-1.08,-0.33,-2.13,0.45,-2.82,0.02,-0.57,-0.15
60.075,-0.49,-1.08,-0.33,-2.14,-0.99,-2.91,0.02,-0.57,-0.15
60.093,-0.49,-1.08,-0.33,-2.66,-1.93,-3.1,0.02,-0.57,-0.15
60.113,-0.49,-1.08,-0.33,-3.05,-2.23,-2.56,0.02,-0.57,-0.15
60.116,-0.49,-1.08,-0.33,-3.05,-2.23,-2.56,-0.73,-1.04,-0.09
60.133,-0.49,-1.08,-0.33,-3.61,-1.71,-1.72,-0.73,-1.04,-0.09
60.135,-0.66,-1.13,-0.2,-3.61,-1.71,-1.72,-0.73,-1.04,-0.09
60.153,-0.66,-1.13,-0.2,-3.66,-1.6,-0.63,-0.73,-1.04,-0.09
60.173,-0.66,-1.13,-0.2,-2.84,-3.07,0.04,-0.73,-1.04,-0.09
60.181,-0.66,-1.13,-0.2,-2.84,-3.07,0.04,-0.79,-1.51,0.7
60.193,-0.66,-1.13,-0.2,-1.14,-4.07,0.25,-0.79,-1.51,0.7
60.201,-0.37,-1.36,-0.09,-1.14,-4.07,0.25,-0.79,-1.51,0.7
60.213,-0.37,-1.36,-0.09,0.08,-3.47,-0.42,-0.79,-1.51,0.7
60.233,-0.37,-1.36,-0.09,-0.06,-2.9,-1.42,-0.79,-1.51,0.7
60.247,-0.37,-1.36,-0.09,-0.06,-2.9,-1.42,-0.15,0.3,0.06
60.253,-0.37,-1.36,-0.09,-0.86,-2.31,-1.7,-0.15,0.3,0.06
60.265,-0.49,-1.19,-0.23,-0.86,-2.31,-1.7,-0.15,0.3,0.06
60.273,-0.49,-1.19,-0.23,-1.6,-2.39,-1.18,-0.15,0.3,0.06
60.293,-0.49,-1.19,-0.23,-2.36,-2.4,-0.91,-0.15,0.3,0.06
60.313,-0.49,-1.19,-0.23,-2.78,-2.58,-0.87,-0.15,0.3,0.06
60.314,-0.49,-1.19,-0.23,-2.78,-2.58,-0.87,-0.08,1.75,0.49
60.331,-0.66,-1.22,-0.23,-2.78,-2.58,-0.87,-0.08,1.75,0.49
60.334,-0.66,-1.22,-0.23,-3.05,-2.71,-0.96,-0.08,1.75,0.49
60.353,-0.66,-1.22,-0.23,-2.54,-3.26,-0.89,-0.08,1.75,0.49
60.373,-0.66,-1.22,-0.23,-2.15,-3.26,-1.09,-0.08,1.75,0.49
60.376,-0.66,-1.22,-0.23,-2.15,-3.26,-1.09,-0.44,2.08,1.18
60.393,-0.66,-1.22,-0.23,-2.12,-2.4,-0.65,-0.44,2.08,1.18
60.395,-0.61,-1.15,-0.25,-2.12,-2.4,-0.65,-0.44,2.08,1.18
60.413,-0.61,-1.15,-0.25,-1.91,-1.99,0.04,-0.44,2.08,1.18
60.433,-0.61,-1.15,-0.25,-1.18,-1.56,0.99,-0.44,2.08,1.18
60.447,-0.61,-1.15,-0.25,-1.18,-1.56,0.99,-1.14,1.8,1.73
60.453,-0.61,-1.15,-0.25,-0.39,-1.1,1.95,-1.14,1.8,1.73
60.461,-0.45,-0.96,-0.04,-0.39,-1.1,1.95,-1.14,1.8,1.73
60.474,-0.45,-0.96,-0.04,0.33,-0.84,2.58,-1.14,1.8,1.73
60.493,-0.45,-0.96,-0.04,0.73,-1.19,3.05,-1.14,1.8,1.73
60.506,-0.45,-0.96,-0.04,0.73,-1.19,3.05,-1.08,1.49,1.61
60.513,-0.45,-0.96,-0.04,0.84,-0.52,3.28,-1.08,1.49,1.61
60.532,-0.4,-0.81,0.02,0.84,-0.52,3.28,-1.08,1.49,1.61
60.534,-0.4,-0.81,0.02,0.95,0.22,3.64,-1.08,1.49,1.61
60.553,-0.4,-0.81,0.02,1.35,0.65,3.86,-1.08,1.49,1.61
60.573,-0.4,-0.81,0.02,1.89,0.54,4.49,-1.08,1.49,1.61
60.575,-0.4,-0.81,0.02,1.89,0.54,4.49,-1.1,1.2,1.64
60.591,-0.29,-0.74,0.11,1.89,0.54,4.49,-1.1,1.2,1.64
60.593,-0.29,-0.74,0.11,2.42,0.39,4.72,-1.1,1.2,1.64
60.613,-0.29,-0.74,0.11,2.83,0.19,5.03,-1.1,1.2,1.64
60.633,-0.29,-0.74,0.11,3.07,0.53,4.68,-1.1,1.2,1.64
60.636,-0.29,-0.74,0.11,3.07,0.53,4.68,-0.55,1.09,1.22
60.653,-0.29,-0.74,0.11,3.3,0.52,4.68,-0.55,1.09,1.22
60.655,-0.23,-0.69,0.07,3.3,0.52,4.68,-0.55,1.09,1.22
60.673,-0.23,-0.69,0.07,3.2,0.67,4.46,-0.55,1.09,1.22
60.693,-0.23,-0.69,0.07,3.31,0.37,4.63,-0.55,1.09,1.22
60.701,-0.23,-0.69,0.07,3.31,0.37,4.63,-0.27,0.69,0.7
60.713,-0.23,-0.69,0.07,3.48,0.19,4.23,-0.27,0.69,0.7
60.72,-0.2,-0.76,0.04,3.48,0.19,4.23,-0.27,0.69,0.7
60.733,-0.2,-0.76,0.04,3.64,-0.45,4.13,-0.27,0.69,0.7
60.753,-0.2,-0.76,0.04,3.4,-0.92,3.82,-0.27,0.69,0.7
60.766,-0.2,-0.76,0.04,3.4,-0.92,3.82,-0.08,-0.17,-0.11
60.774,-0.2,-0.76,0.04,3.15,-1.54,3.96,-0.08,-0.17,-0.11
60.786,-0.23,-0.93,0.04,3.15,-1.54,3.96,-0.08,-0.17,-0.11
60.793,-0.23,-0.93,0.04,3.0,-1.27,3.79,-0.08,-0.17,-0.11
60.813,-0.23,-0.93,0.04,3.15,-1.07,3.69,-0.08,-0.17,-0.11
60.833,-0.23,-0.93,0.04,3.1,-1.7,3.03,-0.08,-0.17,-0.11
60.835,-0.23,-0.93,0.04,3.1,-1.7,3.03,0.49,-1.01,-0.95
60.859,-0.2,-1.25,-0.02,3.1,-1.7,3.03,0.49,-1.01,-0.95
60.86,-0.2,-1.25,-0.02,2.9,-3.94,2.52,0.49,-1.01,-0.95
60.873,-0.2,-1.25,-0.02,2.34,-4.86,1.95,0.49,-1.01,-0.95
60.893,-0.2,-1.25,-0.02,1.01,-4.6,1.24,0.49,-1.01,-0.95
60.896,-0.2,-1.25,-0.02,1.01,-4.6,1.24,0.87,-1.84,-2.31
60.913,-0.2,-1.25,-0.02,-0.75,-3.34,0.95,0.87,-1.84,-2.31
60.915,-0.51,-1.22,-0.06,-0.75,-3.34,0.95,0.87,-1.84,-2.31
60.933,-0.51,-1.22,-0.06,-2.34,-2.19,0.54,0.87,-1.84,-2.31
60.953,-0.51,-1.22,-0.06,-3.0,-2.88,-0.64,0.87,-1.84,-2.31
60.961,-0.51,-1.22,-0.06,-3.0,-2.88,-0.64,1.28,-1.98,-1.97
60.974,-0.51,-1.22,-0.06,-3.05,-3.33,-2.08,1.28,-1.98,-1.97
60.981,-0.57,-1.33,-0.34,-3.05,-3.33,-2.08,1.28,-1.98,-1.97
60.993,-0.57,-1.33,-0.34,-2.84,-3.42,-3.09,1.28,-1.98,-1.97
61.013,-0.57,-1.33,-0.34,-3.23,-2.42,-3.91,1.28,-1.98,-1.97
61.031,-0.57,-1.33,-0.34,-3.23,-2.42,-3.91,0.59,-1.31,-1.46
61.033,-0.57,-1.33,-0.34,-3.35,-1.57,-3.35,0.59,-1.31,-1.46
61.048,-0.56,-1.14,-0.29,-3.35,-1.57,-3.35,0.59,-1.31,-1.46
61.053,-0.56,-1.14,-0.29,-3.53,-1.33,-2.42,0.59,-1.31,-1.46
61.073,-0.56,-1.14,-0.29,-3.63,-0.89,-1.71,0.59,-1.31,-1.46
61.093,-0.56,-1.14,-0.29,-3.95,0.07,-1.48,0.59,-1.31,-1.46
61.094,-0.56,-1.14,-0.29,-3.95,0.07,-1.48,0.62,-1.33,-1.36
61.111,-0.58,-0.87,-0.23,-3.95,0.07,-1.48,0.62,-1.33,-1.36
61.113,-0.58,-0.87,-0.23,-3.97,1.32,-1.94,0.62,-1.33,-1.36
61.133,-0.58,-0.87,-0.23,-3.94,2.6,-2.61,0.62,-1.33,-1.36
61.153,-0.58,-0.87,-0.23,-3.49,3.39,-2.74,0.62,-1.33,-1.36
61.157,-0.58,-0.87,-0.23,-3.49,3.39,-2.74,0.86,-0.19,-0.73
61.174,-0.58,-0.87,-0.23,-3.4,4.05,-2.78,0.86,-0.19,-0.73
61.176,-0.5,-0.58,-0.27,-3.4,4.05,-2.78,0.86,-0.19,-0.73
61.193,-0.5,-0.58,-0.27,-2.84,4.3,-2.44,0.86,-0.19,-0.73
61.213,-0.5,-0.58,-0.27,-2.97,4.43,-2.64,0.86,-0.19,-0.73
61.221,-0.5,-0.58,-0.27,-2.97,4.43,-2.64,0.85,0.43,-0.31
61.233,-0.5,-0.58,-0.27,-2.53,4.42,-2.63,0.85,0.43,-0.31
61.247,-0.46,-0.54,-0.28,-2.53,4.42,-2.63,0.85,0.43,-0.31
61.253,-0.46,-0.54,-0.28,-2.48,4.45,-2.86,0.85,0.43,-0.31
61.273,-0.46,-0.54,-0.28,-2.0,4.49,-2.8,0.85,0.43,-0.31
61.286,-0.46,-0.54,-0.28,-2.0,4.49,-2.8,0.54,0.13,-0.16
61.293,-0.46,-0.54,-0.28,-1.94,4.26,-3.02,0.54,0.13,-0.16
61.307,-0.43,-0.58,-0.31,-1.94,4.26,-3.02,0.54,0.13,-0.16
61.313,-0.43,-0.58,-0.31,-1.74,3.96,-2.95,0.54,0.13,-0.16
61.333,-0.43,-0.58,-0.31,-2.03,3.71,-3.17,0.54,0.13,-0.16
61.353,-0.43,-0.58,-0.31,-1.92,3.2,-3.07,0.54,0.13,-0.16
61.355,-0.43,-0.58,-0.31,-1.92,3.2,-3.07,0.02,-0.38,-0.05
61.371,-0.47,-0.77,-0.35,-1.92,3.2,-3.07,0.02,-0.38,-0.05
61.374,-0.47,-0.77,-0.35,-1.9,2.07,-3.15,0.02,-0.38,-0.05
61.393,-0.47,-0.77,-0.35,-1.75,0.39,-2.71,0.02,-0.38,-0.05
61.413,-0.47,-0.77,-0.35,-2.15,-1.83,-2.33,0.02,-0.38,-0.05
61.416,-0.47,-0.77,-0.35,-2.15,-1.83,-2.33,-0.75,-1.19,-0.16
61.433,-0.47,-0.77,-0.35,-2.6,-3.44,-1.53,-0.75,-1.19,-0.16
61.436,-0.57,-1.32,-0.2,-2.6,-3.44,-1.53,-0.75,-1.19,-0.16
61.453,-0.57,-1.32,-0.2,-3.35,-2.72,-0.72,-0.75,-1.19,-0.16
61.473,-0.57,-1.32,-0.2,-3.77,-1.9,-0.03,-0.75,-1.19,-0.16
61.481,-0.57,-1.32,-0.2,-3.77,-1.9,-0.03,-1.08,-1.89,0.08
61.493,-0.57,-1.32,-0.2,-3.63,-3.07,0.69,-1.08,-1.89,0.08
61.501,-0.63,-1.37,-0.01,-3.63,-3.07,0.69,-1.08,-1.89,0.08
61.513,-0.63,-1.37,-0.01,-2.45,-4.48,0.89,-1.08,-1.89,0.08
61.533,-0.63,-1.37,-0.01,-1.69,-4.35,0.54,-1.08,-1.89,0.08
61.547,-0.63,-1.37,-0.01,-1.69,-4.35,0.54,0.24,-0.02,0.43
61.553,-0.63,-1.37,-0.01,-1.89,-4.15,-0.6,0.24,-0.02,0.43
61.566,-0.57,-1.37,-0.23,-1.89,-4.15,-0.6,0.24,-0.02,0.43
61.574,-0.57,-1.37,-0.23,-2.19,-4.11,-1.64,0.24,-0.02,0.43
61.593,-0.57,-1.37,-0.23,-2.26,-4.09,-2.09,0.24,-0.02,0.43
